Sum of the Beijing and Shanghai ETS Caps","Cap (previous year) - Cap (current year)
Cap = sum of Beijing and Shanghai caps","Max(5x trailing 6mo average price + USD 7,058) for Beijing,
(1x allowance price + USD 14,116) for Shanghai)",Names of the CCP Chairman between the dates they served,Assigned as 0.5 as the CCP is considered a centrist party,Backfilled from annual reported to daily frequency,Backfilled from quarterly reported to daily frequency,"The values from WBOpen Dat and Statista (for 2023, and quarterly) have been considered ahead of the value computed as GDP/Population, because only work force is considered in GDP per capita estimate",Backfilled from annual reported values,"1 if GDP decreases for three consecutive prior quarters, 0 otherwise",If there was any other prevailing carbon taxes in China during the period of the permit regulation,"Beijing’s air quality is typically the most reported climate hazard in China (as air quality is linked to extreme temperatures), and is hence used as a proxy for extreme climate events.  ",Backfilled from available values,Backfilled from available values
Date,Allowance price,Beijing ETS Allowance price,Shanghai ETS Allowance price,Compliance Period Identifier Bejijing,Compliance Period Identifier Shanghai,Compliance Period Identifier,Compliance Period Identifier (Encoded),Market Stability Action,Number of new free allowances Introduced,Number of new auctioned allowances,Weighted average sectoral abatement difficulty,Traded Volume,Cap Beijing,Cap Shanghai,Cap,Annual Cap Reduction,Penalty for Non-Compliance,Regime name,Regime type,Population,GDP,GDP/Capita,Inflation,Recession Indicator,Other Carbon tax,Beijing Air Quality Index,Average Global Temperature Anomaly in Celsius,Cumulative VCM market surplus by sector (Issuance minus retirement) tCO2e
2022-01-15,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-16,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-17,9.20,11.74,6.66,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-18,9.17,11.74,6.61,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-19,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-20,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-21,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-22,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-23,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-24,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-25,9.15,11.74,6.57,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-26,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-27,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-28,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-29,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,199.78
2022-01-30,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,229.99
2022-01-31,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.92,229.99
2022-02-01,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-02,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-03,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-04,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-05,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-06,9.21,11.74,6.69,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-07,9.20,11.76,6.64,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-08,9.23,11.76,6.70,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-09,9.35,11.76,6.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-10,8.18,9.41,6.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-11,7.33,7.88,6.78,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-12,7.33,7.88,6.78,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-13,7.33,7.88,6.78,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-14,8.20,9.46,6.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-15,8.23,9.46,6.99,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-16,8.22,9.46,6.97,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-17,8.21,9.46,6.97,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-18,8.20,9.46,6.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-19,8.20,9.46,6.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-20,8.20,9.46,6.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-21,8.28,9.46,7.10,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-22,8.28,9.46,7.10,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-23,8.20,9.46,6.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-24,8.28,9.46,7.10,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-25,8.28,9.46,7.10,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-26,8.28,9.46,7.10,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,122",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-27,8.28,9.46,7.10,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-02-28,8.36,9.46,7.25,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.90,229.99
2022-03-01,8.35,9.46,7.25,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,229.99
2022-03-02,8.67,9.77,7.57,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-03,8.80,9.77,7.83,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-04,8.28,8.67,7.90,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-05,8.28,8.67,7.90,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-06,8.28,8.67,7.90,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-07,8.30,8.67,7.93,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-08,8.56,8.67,8.46,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-09,8.60,8.67,8.53,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-10,8.67,8.67,8.68,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-11,8.78,8.67,8.88,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-12,8.78,8.67,8.88,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-13,8.78,8.67,8.88,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-14,8.80,8.67,8.94,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-15,8.75,8.67,8.84,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-16,8.90,8.67,9.14,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-17,9.06,8.67,9.46,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-18,9.06,8.67,9.46,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-19,9.06,8.67,9.46,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-20,9.06,8.67,9.46,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-21,8.92,8.67,9.18,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-22,9.06,8.67,9.46,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-23,9.05,8.67,9.42,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-24,8.68,8.67,8.70,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-25,8.63,8.67,8.59,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-26,8.63,8.67,8.59,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-27,8.63,8.67,8.59,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-28,8.24,8.67,7.81,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-29,8.59,8.67,8.51,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-30,7.72,6.93,8.51,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-03-31,7.53,6.54,8.51,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,1.08,235.15
2022-04-01,7.81,6.45,9.17,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-02,7.81,6.45,9.17,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-03,7.81,6.45,9.17,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-04,7.81,6.45,9.17,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-05,7.81,6.45,9.17,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-06,7.81,6.45,9.17,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-07,8.47,7.69,9.25,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-08,8.86,8.55,9.18,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-09,8.86,8.55,9.18,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-10,8.86,8.55,9.18,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-11,9.60,9.95,9.25,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-12,10.34,11.35,9.33,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-13,10.32,11.35,9.30,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-14,10.30,11.35,9.25,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
2022-04-15,10.19,11.35,9.02,2022,Phase Two,2022 | Phase Two,2,0,"138,800,000","5,200,000",4.25,"5,272,000","44,000,000","100,000,000","144,000,000",0,"14,123",Xi Jinping,0.5,"1,412,000,000","17,963,171,479,205","12,720",1.98,0,6,31.74,0.89,243.54
