Date,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
2017-08-25,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-26,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-27,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-28,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-29,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-30,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-08-31,14.75,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.88,91.32
2017-09-01,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-02,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-03,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-04,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-05,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-06,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-07,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-08,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-09,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-10,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-11,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-12,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-13,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-14,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-15,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-16,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-17,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-18,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-19,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-20,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-21,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-22,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-23,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-24,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-25,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-26,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-27,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-28,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-29,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-09-30,14.72,2,0,184280929,63887833,4.25,33152264,370420115,8679738,1,70010,6,1.00,0.87,97.43
2017-10-01,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,97.43
2017-10-02,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-03,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-04,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-05,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-06,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-07,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-08,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-09,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-10,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-11,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-12,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-13,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-14,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-15,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-16,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-17,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-18,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-19,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-20,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-21,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-22,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-23,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-24,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-25,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-26,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-27,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-28,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-29,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-30,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-10-31,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.92,57.36
2017-11-01,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.89,59.47
2017-11-02,14.72,2,0,184280929,63887833,4.25,77355283,370420115,8679738,1,71540,6,1.00,0.89,59.47
